Code,idTree,DateField,Forest,Plot,SubPlot,FieldNbr,Habitat,Type,Genus,Species,Name,gmin,tlp,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA,N,C,P,Ca,Na,K,LSWC,SD,fvfm,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition
322,3060,2021-03-04T00:00:00Z,Bafog,3,6,8,TF,Generalist,Tachigali,melinonii,Tachigali melinonii,3.03593566687166,-1.6937125000000002,0.571709288,2.0659695559999998,5.581995646,8.21967449,2.95,52.01,0.677661169415292,2.16070193474691,0.32529860069965,6.05762133219105,0.5094183398882219,420.9183673,0.834,30,5,28,5,High
323,NA,2021-03-04T00:00:00Z,Bafog,3,14,NA,TF,Generalist,Tachigali,melinonii,Tachigali melinonii,4.81684261424939,-1.7436500000000001,0.676043121,2.461654171,6.138659831,9.276357123,3.07,52.57,0.656312625250501,3.70819868308045,0.312887024048096,4.29699413111938,0.5361726954492415,386.9047619,0.836,29,5,22,4,Middle
324,15309,2021-03-04T00:00:00Z,Bafog,3,6,17,TF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,1.54496265561449,-2.1091925000000002,0.2065685125,1.2315920255,2.2594260005,3.6975865385,1.1,52.58,0.375937031484258,5.88134161490683,1.76687781109445,1.85072478046691,0.5865032309639598,102.0408163,0.826,17,2,14,2,Middle
325,15322,2021-03-04T00:00:00Z,Bafog,3,8,27,TF,Generalist,Protium,stevensonii,Protium stevensonii,17.6048447176545,-2.2150600000000003,0.40007319799999996,1.698416564,2.569749845,4.6682396075,1.06,43.88,0.38961038961039,3.43834394177251,1.68532592407592,2.63976038247467,0.4698808117684956,386.9047619,0.84,15,2,14,2,Middle
326,3096,2021-03-04T00:00:00Z,Bafog,3,8,15,TF,Generalist,Protium,stevensonii,Protium stevensonii,6.42777116736281,-2.46275,0.323038335,1.4872439339999999,1.5649364234999998,3.375218693,1.24,43.99,0.562781390695348,5.85220838990924,0.532027263631816,4.32456242406918,0.4433808921798808,535.7142857,0.837,26,3,20,2,Middle
327,15326,2021-03-04T00:00:00Z,Bafog,3,8,31,TF,Generalist,Virola,michelii,Virola michelii,4.37983885344387,-2.0173075000000003,0.2489249,1.553332573,4.3652487515,6.1675062245,2.49,53.34,0.668331668331669,7.25702526045383,1.83942182817183,5.5251250178393,0.6590225563909774,178.5714286,0.811,22,2,20,2,High
328,41941,2021-03-04T00:00:00Z,Bafog,3,24,68,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,2.82349759510237,-2.019305,0.24115350600000002,1.211249766,1.224017884,2.6764211565,1.88,48.39,0.571928071928072,19.8644178678464,0.260250999000999,5.96468545739974,0.6228552663984894,233.8435374,0.803,13,3,12,2,High
329,26512,2021-03-05T00:00:00Z,Bafog,5,58,2,BF,BF,Virola,surinamensis,Virola surinamensis,5.4228661289044,-1.388095,0.2879658805,1.8478007005000001,5.6110447505,7.746811331,1.59,50.57,0.69311377245509,10.7976869118905,0.151358532934132,8.21921171941831,0.6303657093016012,310.3741497,0.796,16,3,13,2,Middle
330,265510,2021-03-05T00:00:00Z,Bafog,5,57,57,BF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,6.47984139092469,-1.9214275,0.2903330785,2.2221894979999997,4.363053562999999,6.87557614,1.17,52.25,0.426402805611222,6.78785800171772,1.02330786573146,3.59383781849413,0.5768104734021985,65.90136054,0.826,15,2,12,2,Low
331,26207,2021-03-05T00:00:00Z,Bafog,5,48,30,BF,BF,Virola,surinamensis,Virola surinamensis,3.18333631218503,-1.7935875000000001,0.3097455785,2.0834507565,6.6773023264999996,9.070498662,1.71,52.26,0.8525,9.21928228571429,0.14711125,14.1106501428571,0.6496097137901128,NA,0.814,32,5,25,2,Low
332,25882,2021-03-05T00:00:00Z,Bafog,5,38,4,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,2.76048810542211,-1.547895,0.234115449,0.9549001800000001,3.5046515155,4.6936671445,2.88,52.34,1.19800498753117,5.251154399715,0.161008728179551,7.67645899536872,0.6298631123919308,255.1020408,0.834,38,5,30,3,Middle
333,25869,2021-03-05T00:00:00Z,Bafog,5,37,15,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,2.71755199096929,-1.4260475000000001,0.25070561150000004,1.291100232,1.3315884205000001,2.8733942635,1.58,54.21,0.679339669834917,5.02179318230544,0.0930077538769384,6.31880954763096,0.5643703241895262,225.3401361,0.793,14,2,12,3,High
334,25857,2021-03-05T00:00:00Z,Bafog,5,37,2,BF,BF,Symphonia,globulifera,Symphonia globulifera,3.29677908855757,-1.6457725,0.3703022835,2.352233058,3.5455757315,6.268111073,1.38,48.91,0.586793396698349,12.7906776245265,1.11531890945473,13.2572787822483,0.6683788121990369,195.5782313,0.851,38,5,31,3,Middle
335,26196,2021-03-05T00:00:00Z,Bafog,5,48,9,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,2.89810005585069,-1.56787,0.3190983725,2.2586702389999997,1.85937737,4.4371459815000005,2.62,52.01,1.26086956521739,1.20667894624117,0.157232633683158,12.9041980438352,0.6054405392392874,344.3877551,0.82,23,2,21,3,Middle
336,26197,2021-03-05T00:00:00Z,Bafog,5,48,11,BF,BF,Symphonia,globulifera,Symphonia globulifera,2.65473600145747,-1.5319150000000001,0.218420489,1.9698319140000002,2.585770122,4.774022525,1.24,47.32,0.534301452178267,15.357318263109,1.42314596895343,16.1598899778239,0.7429592879031081,216.8367347,0.813,22,3,20,2,Low
337,26235,2021-03-05T00:00:00Z,Bafog,5,49,20,BF,BF,Symphonia,globulifera,Symphonia globulifera,2.82569048204393,-1.5259225,0.2941526715,2.99150047,2.3265659459999997,5.6122190875,1.25,47.65,0.583333333333333,13.9863096663815,1.43638847305389,17.1862775876818,0.7124892448209675,161.5646259,0.799,20,2,16,2,Low
338,26224,2021-03-05T00:00:00Z,Bafog,5,49,9,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,3.9918401706186,-1.87149,0.270442862,2.135057542,4.757353041,7.162853445,2.78,51.53,1.09163745618428,3.55411345589813,0.165759889834752,16.7908363974533,0.6086585625933034,246.5986395,0.87,23,2,20,2,High
339,26221,2021-03-05T00:00:00Z,Bafog,5,49,6,BF,BF,Virola,surinamensis,Virola surinamensis,10.413816339011,-1.5898425,0.4814809975,2.938513134,10.1313866065,13.551380739999999,1.72,50.84,0.85286783042394,10.7324511578197,0.0469937655860349,10.1602495190595,0.6166892808683854,NA,0.833,34,5,30,4,High
340,26562,2021-03-05T00:00:00Z,Bafog,5,60,32,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,3.88765969566296,-1.7056975,0.4089250125,1.777150201,4.514098595,6.700173808000001,3.29,52.82,0.72291562656016,5.42115055987448,0.120830004992511,5.96170758148492,0.5311788802913063,399.6598639,0.823,25,4,23,2,Middle
341,26555,2021-03-05T00:00:00Z,Bafog,5,60,19,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,3.02520246801649,-1.63978,0.3408838795,1.5017344855,4.042727091,5.885345456,2.86,52.15,1.19839679358717,1.305393071858,0.0606325150300601,14.5647797022617,0.6580848548535401,229.5918367,0.798,18,3,16,2,Middle
342,26257,2021-03-05T00:00:00Z,Bafog,5,50,43,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,2.06809120145134,-1.436035,0.2853281825,1.258609806,3.7764462535,5.3203842415,3.35,52.44,1.11955977988995,1.83770113628243,0.0586405702851426,15.0531767312228,0.6250546249089585,263.6054422,0.837,26,3,22,2,Low
343,25945,2021-03-05T00:00:00Z,Bafog,5,40,7,BF,BF,Laetia,procera,Laetia procera,4.36493900422698,-1.811565,0.17505235600000002,1.032293486,4.201234923,5.408580765,1.5,43.3,0.688877755511022,5.61551331233897,1.10897920841683,10.7020542513599,0.6121203684369272,710.0340136,0.865,20,2,18,2,High
344,26245,2021-03-05T00:00:00Z,Bafog,5,50,12,BF,BF,Laetia,procera,Laetia procera,4.20645637658171,-1.8375325,0.254317416,1.4219246405,5.155316771,6.8315588275,1.63,57.95,0.748748748748749,8.64292521092521,0.941702952952953,7.84349363649364,0.603645238342507,922.6190476,0.823,25,4,25,4,High
345,26247,2021-03-05T00:00:00Z,Bafog,5,50,15,BF,BF,Virola,surinamensis,Virola surinamensis,5.08479506433205,-1.8615025,0.469921258,2.451390473,7.093219967,10.014531696,1.25,52.05,0.688032048072108,8.8775986837399,0.0752741612418628,10.0557337434724,0.603351314128314,NA,0.779,28,4,24,3,Low
346,26228,2021-03-05T00:00:00Z,Bafog,5,49,13,BF,BF,Symphonia,globulifera,Symphonia globulifera,3.48754636602392,-1.7696175,0.322899521,2.934372871,3.6647765935,6.922048986,1.68,49.11,0.683316683316683,17.0122700156986,0.640121128871129,12.4831669758813,0.6587368735380481,212.585034,0.834,23,4,23,4,High
347,25915,2021-03-05T00:00:00Z,Bafog,5,39,8,BF,BF,Symphonia,globulifera,Symphonia globulifera,5.73595200427512,-1.6817275,0.424697405,4.425616922,3.4870244855,8.3373388125,1.38,49.3,0.527527527527528,12.2865688545689,0.651913163163163,10.3960461890462,0.6490052917141135,204.0816327,0.808,34,5,29,4,Low
348,2529,2021-03-05T00:00:00Z,Bafog,5,39,39,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,2.1781611170031,-1.659755,0.3394866445,1.925588408,5.341811067,7.6068861195,3.27,51.75,1.14922383575363,6.0133022390729,0.250587130696044,13.941562486587,0.6428410372040586,144.5578231,0.869,15,2,13,2,Middle
349,26218,2021-03-05T00:00:00Z,Bafog,5,49,3,BF,BF,Symphonia,globulifera,Symphonia globulifera,2.07334670605252,-1.7216775000000002,0.232728416,3.2765541635,3.4714385915,6.9807211715,1.56,48.48,0.754,12.1092822857143,0.73976125,17.8956501428571,0.6955437422064711,221.0884354,0.871,35,5,29,3,Middle
350,26186,2021-03-05T00:00:00Z,Bafog,5,47,40,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,4.78358860020549,NA,0.2676423235,1.4830891465,2.2407773,3.9915087700000003,1.96,53.86,0.739260739260739,5.18409818752676,0.0980132367632368,7.99765249036678,0.5685685243293411,272.1088435,0.834,12,2,10,2,Middle
351,33274,2021-03-08T00:00:00Z,Bafog,2,5,38,TF,TF,Vouacapoua,americana,Vouacapoua americana,8.22937823180869,-1.8575075,0.281716057,1.1040305595,4.0072503085,5.3929969255,2.12,53.14,0.774112943528236,1.89933261940458,0.547987256371814,4.04262882844292,0.5135949386156511,NA,0.792,14,2,12,2,Middle
352,840,2021-03-08T00:00:00Z,Bafog,2,5,17,TF,TF,Dicorynia,guianensis,Dicorynia guianensis,4.32807432268582,-1.3061975000000001,0.203682352,1.3369226424999998,1.7709253815000001,3.311530376,2.57,53.35,0.874687968047928,1.2059733257257,0.355727658512232,6.03659524998217,0.608540273068817,NA,0.846,23,3,15,3,Middle
353,10608,2021-03-08T00:00:00Z,Bafog,2,6,24,TF,TF,Vouacapoua,americana,Vouacapoua americana,7.35098980878552,-1.6457725,0.24096535,1.2998366785,3.739402315,5.280204342999999,2.13,54.01,0.772886443221611,2.59758107625241,0.436129314657329,2.77378703637533,0.5017040358744395,NA,0.823,22,2,20,3,Middle
354,848,2021-03-08T00:00:00Z,Bafog,2,6,10,TF,Generalist,Virola,michelii,Virola michelii,3.83953857502471,-1.47998,0.3063488325,1.446972164,1.8213178509999999,3.574638847,2.17,53.16,0.55944055944056,6.64763465106322,1.43882242757243,4.06708305979735,0.6681827438734641,NA,0.806,22,2,20,3,Middle
355,34450,2021-03-08T00:00:00Z,Bafog,2,14,41,TF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,10.4338955789306,-2.0712400000000004,0.14313025899999998,0.7841345295,1.3291580355,2.256422824,2.14,48.04,0.68927680798005,3.63918432490203,7.33691895261845,4.80763106519416,0.7164670153534671,161.5646259,0.827,15,2,14,2,High
356,10660,2021-03-08T00:00:00Z,Bafog,2,14,23,TF,TF,Iryanthera,sagotiana,Iryanthera sagotiana,1.486977764695,-1.4460225000000002,0.27651944149999996,1.5834768595,5.9464485929999995,7.806444894,1.8,53.19,0.528942115768463,5.31365497576276,2.06937250499002,3.64560892500713,0.6842333550206029,NA,0.826,15,3,13,2,Middle
357,33463,2021-03-08T00:00:00Z,Bafog,2,15,36,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,4.62928685583258,-1.9414025000000001,0.221842559,1.2315351165,1.6958954505000001,3.1492731259999998,2.07,49.56,0.555389221556886,13.2178465925292,1.08808507984032,4.06651710863986,0.6940488301119023,NA,0.76,13,3,12,3,Middle
358,852,2021-03-08T00:00:00Z,Bafog,2,6,15,TF,TF,Vouacapoua,americana,Vouacapoua americana,2.31042618111413,-1.7416525,0.2912175415,1.4794245485,3.37790826,5.148550350000001,2.66,54.3,1.2605,1.01128228571429,0.35566125,7.87065014285714,0.5516292848074482,NA,0.829,26,5,21,3,High
359,820,2021-03-08T00:00:00Z,Bafog,2,4,9,TF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,4.95983459531966,-1.6657475,0.163650533,0.8045028274999999,1.9116942615,2.8798476225,1.3,47.23,0.560780390195098,17.7031338526406,0.199410955477739,3.24327177874652,0.5874709639953541,NA,0.807,14,3,14,3,Middle
360,783,2021-03-08T00:00:00Z,Bafog,2,2,10,TF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,4.42559652737372,-1.5538875,0.240072505,1.2300156174999999,1.663134293,3.1332224155,2.47,55.85,0.481618381618382,2.66361866704724,1.32693431568432,2.94920094191523,0.5422488356620093,238.0952381,0.836,15,2,13,2,Middle
361,3826,2021-03-08T00:00:00Z,Bafog,2,3,9,TF,Generalist,Virola,michelii,Virola michelii,5.77172273892201,-1.63179,0.4418418285,2.5144230710000004,3.8777861700000003,6.834051069,2.17,51.92,0.6795,7.72928228571429,1.31676125,3.25190014285714,0.613406237343054,NA,0.782,29,5,21,3,Middle
362,33255,2021-03-08T00:00:00Z,Bafog,2,3,48,TF,TF,Iryanthera,sagotiana,Iryanthera sagotiana,1.95040338890003,-1.6377825000000001,0.33904224250000004,2.1278433735,4.29144522,6.758330836,1.69,54.55,0.589820359281437,4.04219788993442,1.61503118762475,5.72420173937839,0.590486409155937,NA,0.767,14,2,12,2,High
363,246162,2021-03-08T00:00:00Z,Bafog,2,3,66,TF,TF,Casearia,javitensis,Casearia javitensis,3.12139945315222,-1.8015775000000003,0.27508818150000003,1.270313331,3.6586521239999996,5.2040536365,1.61,52.63,0.47735,6.84428228571429,0.25636125,3.22965014285714,0.49231109636021686,NA,0.822,11,2,11,2,High
364,925,2021-03-08T00:00:00Z,Bafog,2,10,24,TF,TF,Vouacapoua,americana,Vouacapoua americana,3.85625242903719,-1.8455225000000002,0.48056036599999996,1.966235523,4.850365027,7.297160915999999,2.23,52.82,0.736368184092046,3.12384420781819,0.52102176088044,3.79704866719074,0.5274570543508871,NA,0.789,32,5,25,3,Middle
365,908,2021-03-08T00:00:00Z,Bafog,2,10,1,TF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,5.67245208184593,-1.3301675,0.2197701005,1.031792152,3.2995349655,4.551097218,2.12,55.71,0.320610305152576,2.33244850996927,1.6350787893947,1.94512270420925,0.5896533688364795,NA,0.767,12,2,12,2,High
366,33221,2021-03-08T00:00:00Z,Bafog,2,1,45,TF,TF,Vouacapoua,americana,Vouacapoua americana,5.04901706837705,-1.8275450000000002,0.380353908,1.7764315035,4.1662163805,6.323001792,2.47,53.39,0.927608587119321,3.96633278653448,0.633810534198702,4.92276599386634,0.5690528384609569,NA,0.812,14,2,12,2,Middle
367,911,2021-03-09T00:00:00Z,Bafog,2,10,5,TF,Generalist,Virola,michelii,Virola michelii,9.4746593035985,-1.5179325000000001,0.3881717785,2.1198101234999998,2.503558082,5.011539984000001,2.24,49.62,0.73040439340988506,7.39818500820198,1.2448939091363,4.17988032237358,0.6471538150989099,NA,0.821,28,4,23,2,Low
368,10635,2021-03-09T00:00:00Z,Bafog,2,10,29,TF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,3.54598150222613,-1.963375,0.218248311,1.234692031,2.252949871,3.705890212,1.24,54.82,0.436125,2.94828228571429,1.44401125,2.36215014285714,0.5960867792925405,NA,0.821,18,2,16,4,High
369,33521,2021-03-09T00:00:00Z,Bafog,2,18,46,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,1.74451917511192,-1.7376575,0.2855050175,1.1886746365,1.9875512894999998,3.461730943,2.5,46.55,0.798302546180729,13.578913914842,0.339651772341488,9.59126324798516,0.6984008617118237,212.585034,0.828,13,2,11,2,Low
370,33527,2021-03-09T00:00:00Z,Bafog,2,18,52,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,8.85690438185441,-1.93541,0.2794850795,1.23700884,1.226373362,2.742867281,1.87,46.02,0.508728179551122,12.0441718560741,0.558365336658354,8.31985051656573,0.6830357142857143,352.8911565,0.696,10,3,9,4,Middle
371,1074,2021-03-09T00:00:00Z,Bafog,2,19,23,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,8.45417447976448,-1.3621275000000002,0.3723123305,1.442437976,4.1405374395,5.955287746,2.78,55.24,0.705294705294705,3.74303924646782,1.56894230769231,3.02337676609105,0.6804304304304305,208.3333333,0.865,28,3,25,2,Low
372,1073,2021-03-09T00:00:00Z,Bafog,2,19,22,TF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,2.78414271003567,-1.420055,0.24924905600000002,1.235633851,1.6099105589999998,3.0947934665,2.53,52.56,0.840100250626566,0.62233813104189,1.19424686716792,7.51443623344075,0.5979518832854036,191.3265306,0.821,24,2,21,3,Middle
373,1082,2021-03-09T00:00:00Z,Bafog,2,20,9,TF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,3.22793500061047,-1.7536375000000002,0.1675342025,0.939150641,2.67856075,3.7852455935,2.62,54.14,0.521739130434783,1.83686385378739,1.06872688655672,4.09910059256086,0.5509685802031656,246.5986395,0.86,24,3,20,4,Low
374,33661,2021-03-09T00:00:00Z,Bafog,2,27,49,TF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,3.76527119199035,-1.87149,0.1296157845,0.786358168,1.2401992795,2.1561732325,1.42,52.01,0.475901803607214,5.71571371314057,0.54735596192384794,2.56828671628972,0.603789910876525,NA,0.841,18,2,17,3,Low
375,1061,2021-03-09T00:00:00Z,Bafog,2,19,9,TF,Generalist,Virola,michelii,Virola michelii,10.4596213003362,-1.5878450000000002,0.36745420900000003,2.1611204195,2.3771347425,4.9057093715,1.72,55.05,0.543543543543544,3.3336159016159,1.52128253253253,3.5111613041613,0.5672949735449736,NA,0.77,23,3,20,2,Low
376,33692,2021-03-09T00:00:00Z,Bafog,2,28,51,TF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,11.1103947465381,-2.0532625,0.228240662,1.417411726,2.2250927635,3.8707451525,1.13,54.11,0.41855,4.83228228571429,0.88376125,2.17415014285714,0.5462460541789598,NA,0.865,14,5,12,4,Low
377,10873,2021-03-09T00:00:00Z,Bafog,2,44,37,TF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,8.25660830249759,-1.44802,0.1330247745,0.802689243,1.7161233674999998,2.651837385,0.96,48.17,0.360170340681363,4.60549327225881,2.64304734468938,3.99488992270255,0.6333521728208993,204.0816327,0.87,12,1,11,2,Middle
378,10818,2021-03-09T00:00:00Z,Bafog,2,36,24,TF,Generalist,Virola,michelii,Virola michelii,2.1553093859234,-1.7376575,0.351814771,2.128685765,1.830521168,4.311021704,1.95,55.28,0.561596009975062,4.91050602066263,0.872081047381546,2.90413979337371,0.576525821596244,272.1088435,0.892,32,5,22,4,Low
379,33880,2021-03-09T00:00:00Z,Bafog,2,37,50,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,2.246312592023,-2.011315,0.2106416065,0.9210518865,2.495911329,3.627604822,2.01,43.17,0.573573573573574,12.451734019734,0.344956206206206,5.57122136422136,0.6793062404353002,327.3809524,0.796,14,2,13,3,High
380,34229,2021-03-09T00:00:00Z,Bafog,2,52,44,TF,TF,Casearia,javitensis,Casearia javitensis,3.70410461769926,-1.8994550000000001,0.235967017,1.0334084225,2.8523226790000002,4.1216981184999995,1.49,57.16,0.384692346173087,8.31844150646752,0.56454352176088,2.48689358965197,0.48695310967235633,395.4081633,0.847,11,2,10,2,Middle
381,34016,2021-03-09T00:00:00Z,Bafog,2,43,33,TF,TF,Vouacapoua,americana,Vouacapoua americana,1.84264560947864,-1.8575075,0.362598687,1.6050783685,4.194177782500001,6.1618548375,2.37,49.59,0.771534727034727,2.57802135468802,0.747842008675342,3.60422957572958,0.4936507936507936,NA,0.823,12,2,10,2,Middle
382,1681,2021-03-09T00:00:00Z,Bafog,2,51,22,TF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,2.68596744206576,-1.9973325000000002,0.27556049699999996,1.3556113105,2.146481549,3.7776533565,2.38,55.82,0.428220861016168,2.36289898485605,1.07997420535863,3.80966085487154,0.46018878400888397,297.6190476,0.843,25,2,22,2,Middle
383,1787,2021-03-09T00:00:00Z,Bafog,2,57,4,TF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,2.3229848559481,-2.05526,0.12717987149999999,0.8195088125000001,1.218164375,2.1648530595000004,1.28,53.12,0.388665523354401,2.82409151636607,3.01011439545758,2.76715966548482,0.6054944759549474,80.78231293,0.875,19,4,16,3,Low
384,25140,2021-03-10T00:00:00Z,Bafog,5,16,1,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,3.34224669987753,-1.5938375000000002,0.426003555,1.604912384,3.7767678804999996,5.807683819,3.3,50.54,0.78430243621715,6.40293599334996,0.387774729842061,8.8913968540188,0.5638575152041703,NA,0.829,38,5,16,3,Low
385,25118,2021-03-10T00:00:00Z,Bafog,5,15,23,BF,BF,Laetia,procera,Laetia procera,3.45160703788775,-1.84752,0.3139743435,1.7813075285,8.6816173125,10.776899185000001,2.08,53.29,1.01025293936832,3.73995337995338,1.82202214452214,7.76585948666718,0.6123033707865169,NA,0.795,25,4,21,4,Middle
386,24822,2021-03-10T00:00:00Z,Bafog,5,6,23,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,6.71468794990747,-1.71968,0.558261841,2.090434422,5.581207598,8.2299038615,2.82,52.93,0.728083400809717,4.15432915622389,0.148866332497911,6.77556425679583,0.5339641770868537,NA,0.809,35,4,25,5,Low
387,24775,2021-03-10T00:00:00Z,Bafog,5,4,48,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,4.62092554673128,-1.6837250000000001,0.28764774699999995,1.4946865635000002,3.2281329100000002,5.010467220500001,2.25,49.16,0.655263192307692,13.8239433333333,0.356194166666667,6.46862534615385,0.6775631500742942,NA,0.803,13,2,11,2,Middle
388,373422,2021-03-10T00:00:00Z,Bafog,5,4,71,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,1.16711322051437,-1.83953,0.2099059255,0.8786371055,3.0470427129999997,4.1355857435,1.89,49.66,0.626076230422904,9.42865766216441,0.393140737035184,9.23824446838804,0.7390262172284644,NA,0.822,12,2,11,2,Middle
389,24790,2021-03-10T00:00:00Z,Bafog,5,5,12,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,8.86818906082635,-1.4340375,0.248472364,1.2158045734999998,2.308570294,3.772847232,2.85,50.16,1.24738688575057,4.63776221444055,0.0406144739036185,15.4763635279178,0.6285959639330185,NA,0.814,30,5,28,4,Middle
390,24845,2021-03-10T00:00:00Z,Bafog,5,7,30,BF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,5.66650566477275,-1.627795,0.118851032,0.6309413935,1.8156718095,2.565464235,2.08,49.22,0.877885307000692,11.2776656676657,0.212631535131535,5.00611922692692,0.5684620235273653,246.5986395,0.823,13,2,13,2,High
391,24842,2021-03-10T00:00:00Z,Bafog,5,7,21,BF,BF,Symphonia,globulifera,Symphonia globulifera,4.66167224538824,-1.6517650000000001,0.468799011,4.250062888,3.6429018895,8.361763788000001,1.67,47.9,0.738132258436911,11.7998432549608,1.12715774553944,13.9906206564821,0.6761635108830296,NA,0.829,30,5,25,2,Low
392,25187,2021-03-10T00:00:00Z,Bafog,5,17,28,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,10.3376774741771,-1.4220525,0.1905018565,1.1339302505000002,2.169145752,3.493577859,3.52,52.21,1.20774383272588,6.5126616791355,0.0777996674979219,13.5647135622482,0.6544219787004167,NA,0.816,26,4,25,2,Low
393,25264,2021-03-10T00:00:00Z,Bafog,5,19,34,BF,Generalist,Virola,michelii,Virola michelii,2.25310710293228,-1.464,0.2382701635,1.641553414,3.8309320849999997,5.7107556625,1.62,45.32,0.577340532840533,17.081024357691,0.312806973640307,4.81243778393778,0.6495240578954231,225.3401361,0.789,21,3,20,3,Middle
394,25514,2021-03-10T00:00:00Z,Bafog,5,26,29,BF,BF,Laetia,procera,Laetia procera,6.27589331847655,-1.8734875,0.2501052335,1.4300596005,4.123148404,5.8033132385,2.22,54.81,0.937419643199693,8.16353449709061,2.04298669991687,6.53728214080184,0.6076443057722308,NA,0.804,28,5,28,4,High
395,25526,2021-03-10T00:00:00Z,Bafog,5,26,53,BF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,11.3426893422057,-2.0332875,0.1961854315,1.244812206,2.9814357165,4.422433354000001,1.62,50.29,0.67658660570199,6.18276057276057,0.151542624042624,2.94542991623761,0.5916177255739454,NA,0.796,13,4,11,4,Middle
396,25510,2021-03-10T00:00:00Z,Bafog,5,26,20,BF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,13.1177318871106,-1.3821025,0.46451708550000004,1.8052066185,3.7876985540000003,6.0574222575,2.02,50.57,0.589943078464622,5.61016366065464,1.38937291249165,2.84256046708802,0.6386305431998922,NA,0.757,24,4,21,3,Low
397,24905,2021-03-10T00:00:00Z,Bafog,5,9,33,BF,Generalist,Virola,michelii,Virola michelii,7.2400616544758,-1.5538875,0.27039489650000004,1.8175658865,5.369066043,7.4570268265,2.12,49.84,0.731494686994687,5.71966299632966,1.21530947614281,5.98460995610996,0.6346902654867257,NA,0.768,27,3,23,3,High
398,373525,2021-03-10T00:00:00Z,Bafog,5,36,76,BF,Generalist,Virola,michelii,Virola michelii,7.12874841305791,-1.4679950000000002,0.3123134405,1.970869633,4.588300094,6.871483167,1.78,53.09,0.593263192307692,8.38894333333333,0.957094166666667,4.99112534615385,0.5971997845988154,NA,0.774,14,2,12,2,Low
399,25823,2021-03-10T00:00:00Z,Bafog,5,36,4,BF,BF,Virola,surinamensis,Virola surinamensis,4.71519888625902,-1.5938375000000002,0.305625311,1.991890096,5.547028899,7.8445443059999995,2,53.41,0.804458733574118,12.646297036297,0.109484681984682,10.7378874586952,0.6479972135144549,NA,0.798,35,5,28,2,Low
400,25255,2021-03-10T00:00:00Z,Bafog,5,19,22,BF,BF,Symphonia,globulifera,Symphonia globulifera,4.15844265634449,-1.5658725,0.39374175749999996,3.5055577815000003,3.662850347,7.562149886,1.68,48.73,0.487895034859982,9.98892672341846,1.78151644132866,3.26552363160125,0.6722129783693843,NA,0.762,24,4,18,4,Low
401,26169,2021-03-10T00:00:00Z,Bafog,5,47,8,BF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,3.446250770359,-1.483975,0.1099390665,0.629824613,1.136823639,1.8765873185,2.14,46.12,0.825698944945329,6.73710058187864,0.527774729842061,4.90236942259735,0.6652479644707624,NA,0.798,24,3,20,2,Low
